iso3,iso3,country,disaggregation,disagg.value,region,subregion,section,environmental_impacts_land_use,environmental_impacts_freshwater_use,environmental_impacts_ghg_emissions_lifecycle,environmental_impacts_nitrogen_application,environmental_impacts_phosphorus_application,planetary_impacts_Cropland,planetary_impacts_Freshwater,planetary_impacts_Greenhouse gases,planetary_impacts_Nitrogen,planetary_impacts_Phosphorus
SLE,SLE,Sierra Leone,food.group,milk,Africa,Western Africa,Environmental Impacts,2.44156,0.000830196,0.263097,0.336428,0.0565931,0.671041,0.208393,1.54489,0.492995,0.539738
SLE,SLE,Sierra Leone,food.group,nuts_seeds,Africa,Western Africa,Environmental Impacts,0.416255,0.0297769,0.11678,0.173878,0.0246748,3.42338,1.82951,0.631303,1.60525,1.30203
SLE,SLE,Sierra Leone,food.group,oils,Africa,Western Africa,Environmental Impacts,0.890433,0.00605431,1.0552,1.01753,0.212125,4.14288,0.244514,4.88554,5.27949,4.16291
SLE,SLE,Sierra Leone,food.group,pork_poultry,Africa,Western Africa,Environmental Impacts,0.776956,0.071345381,0.481406,0.230542,0.8953701,4.37935,1.43206,2.69276,4.15471,3.35948
SLE,SLE,Sierra Leone,food.group,roots,Africa,Western Africa,Environmental Impacts,4.63396,0.00484675,3.29236,2.36186,0.326287,11.62,10.5597,3.24858,13.0795,13.3011
SLE,SLE,Sierra Leone,food.group,sugar,Africa,Western Africa,Environmental Impacts,0.201214,0.0324647,0.267564,0.975199,0.16806,1.17798,6.03368,0.280171,3.10943,2.41629
SLV,SLV,El Salvador,food.group,beef_lamb,Latin America and the Caribbean,Central America,Environmental Impacts,5.89617,0.00472136,1.40973,1.42117164,0.27528831,2.6645323,0.87769706,89.315497,2.4142262,2.19532538
SLV,SLV,El Salvador,food.group,eggs,Latin America and the Caribbean,Central America,Environmental Impacts,0.395019,0.00647085,0.21176,2.29267,0.402147,7.41891,2.91831,2.9265,6.84016,5.29234
SLV,SLV,El Salvador,food.group,fish,Latin America and the Caribbean,Central America,Environmental Impacts,0.0349082,0.000811389,0.145288,0.128434,0.0299682,0.222429,0.107049,0.0322498,0.295509,0.314654
SLV,SLV,El Salvador,food.group,fruit_veg,Latin America and the Caribbean,Central America,Environmental Impacts,0.630953,0.0817699,0.995075,6.08034,0.999807,11.9293,19.8216,2.9627,22.184,17.3002
SLV,SLV,El Salvador,food.group,grains,Latin America and the Caribbean,Central America,Environmental Impacts,2.27367,0.0629967,0.942053,12.8828,1.94506,39.9356,27.1659,4.91857,60.0691,45.1049
SLV,SLV,El Salvador,food.group,legumes,Latin America and the Caribbean,Central America,Environmental Impacts,1.25099,0.00727167,0.16972,0.019771,0.0289725,16.1629,9.8119,1.26599,0.100502,0.484162
SLV,SLV,El Salvador,food.group,milk,Latin America and the Caribbean,Central America,Environmental Impacts,6.00485,0.0211058,2.27047,3.78683,1.10383,16.0998,4.99983,37.0654,11.8281,12.9495
SLV,SLV,El Salvador,food.group,nuts_seeds,Latin America and the Caribbean,Central America,Environmental Impacts,0.305828,0.0323712,0.107723,2.66732,0.376309,8.34615,4.46031,1.53911,3.91358,3.17433
SLV,SLV,El Salvador,food.group,oils,Latin America and the Caribbean,Central America,Environmental Impacts,0.368217,0.00782075,0.148607,0.932224,0.258876,5.12913,1.5282,0.83634,3.00745,4.12621
SLV,SLV,El Salvador,food.group,pork_poultry,Latin America and the Caribbean,Central America,Environmental Impacts,3.865959,0.11335673,1.083467,1.76424,113.88081,23.19896,7.890353,12.85752,22.20076,18.00196
SLV,SLV,El Salvador,food.group,roots,Latin America and the Caribbean,Central America,Environmental Impacts,0.159389,0.00420472,0.112951,0.233357,0.0435116,1.45027,1.31794,0.405448,1.63243,1.66008
SLV,SLV,El Salvador,food.group,sugar,Latin America and the Caribbean,Central America,Environmental Impacts,0.344312,0.224528,0.864305,2.55036,0.513652,7.18419,36.7977,1.70868,18.9635,14.7362
SRB,SRB,Serbia,food.group,beef_lamb,Europe,Southern Europe,Environmental Impacts,5.13233,0.00384545,2.054104,2.94174,0.416959,3.60015,1.395072,77.5895,3.11929,2.71735
SRB,SRB,Serbia,food.group,eggs,Europe,Southern Europe,Environmental Impacts,0.554071,0.00614531,0.410267,4.92408,0.680201,8.06586,3.17279,3.1817,7.43664,5.75385
SRB,SRB,Serbia,food.group,fish,Europe,Southern Europe,Environmental Impacts,0.120591,0.00105217,0.228396,0.138242,0.0382658,0.289753,0.134619,0.0420938,0.392607,0.412735
SRB,SRB,Serbia,food.group,fruit_veg,Europe,Southern Europe,Environmental Impacts,1.13211,0.184815,1.41047,10.4851,1.80741,18.6069,28.808,3.48705,30.7041,23.5643
SRB,SRB,Serbia,food.group,grains,Europe,Southern Europe,Environmental Impacts,4.96185,0.0234082,2.71862,20.9393,2.64426,45.2952,43.2585,6.34917,75.3689,56.74
SRB,SRB,Serbia,food.group,legumes,Europe,Southern Europe,Environmental Impacts,0.302535,0.0250172,0.0454726,0.000393458,0.000544007,2.52299,1.55106,0.198509,0.00119645,0.00576383
SRB,SRB,Serbia,food.group,milk,Europe,Southern Europe,Environmental Impacts,3.19847,0.00912013,3.42508,3.89686,1.00902,28.2165,8.76269,64.9608,20.7299,22.6953
SRB,SRB,Serbia,food.group,nuts_seeds,Europe,Southern Europe,Environmental Impacts,0.293234,0.0330266,0.0523463,0.0520152,0.00876112,2.32206,1.24095,0.42821,1.08883,0.883159
SRB,SRB,Serbia,food.group,oils,Europe,Southern Europe,Environmental Impacts,1.04769,0.0051862,0.24225,2.02508,0.396548,8.08166,2.41732,1.27767,4.7115,6.49352
SRB,SRB,Serbia,food.group,pork_poultry,Europe,Southern Europe,Environmental Impacts,14.1092,0.6437223,3.441859,16.8571,2.364975089,43.12918,9.92626,45.83619,38.28322,30.26243
SRB,SRB,Serbia,food.group,roots,Europe,Southern Europe,Environmental Impacts,0.330521,0.00168662,0.153674,0.2479,0.03466,2.02703,1.84207,0.566693,2.28164,2.32029
SRB,SRB,Serbia,food.group,sugar,Europe,Southern Europe,Environmental Impacts,0.271288,0.0754648,0.345735,4.50879,0.842191,4.35129,22.2875,1.03491,11.4858,8.9254
STP,STP,Sao Tome and Principe,food.group,beef_lamb,Africa,Middle Africa,Environmental Impacts,,8.55E-06,,0.001569065,0.000447664,0.5042419,0.1686106,16.384701,0.4551614,0.4124606
STP,STP,Sao Tome and Principe,food.group,eggs,Africa,Middle Africa,Environmental Impacts,,3.45E-05,,0.00888132,0.00137145,0.772978,0.304059,0.304913,0.712678,0.551411
STP,STP,Sao Tome and Principe,food.group,fish,Africa,Middle Africa,Environmental Impacts,,1.85E-05,,0.00756921,0.0014866,0.434782,0.212128,0.0662917,0.56668,0.609203
STP,STP,Sao Tome and Principe,food.group,fruit_veg,Africa,Middle Africa,Environmental Impacts,,0.00656293,,0.246017,0.0398177,16.6878,38.6871,6.3903,37.3508,27.4903
STP,STP,Sao Tome and Principe,food.group,grains,Africa,Middle Africa,Environmental Impacts,,0.00122057,,0.263397,0.0407163,20.5114,18.6353,2.76206,31.8719,24.0979
STP,STP,Sao Tome and Principe,food.group,legumes,Africa,Middle Africa,Environmental Impacts,,0.000190616,,3.90E-06,1.29E-05,3.78661,2.3287,0.297968,0.00119645,0.00576383
STP,STP,Sao Tome and Principe,food.group,milk,Africa,Middle Africa,Environmental Impacts,,5.25E-05,,0.0101081,0.00218931,1.62326,0.504108,3.73712,1.19257,1.30564
STP,STP,Sao Tome and Principe,food.group,nuts_seeds,Africa,Middle Africa,Environmental Impacts,,0.014014,,0.0679926,0.00968733,70.1793,37.5049,12.9417,32.9077,26.6916
STP,STP,Sao Tome and Principe,food.group,oils,Africa,Middle Africa,Environmental Impacts,,0.000161108,,0.0446846,0.0129613,5.70968,1.2267,2.94904,4.71413,4.99115
STP,STP,Sao Tome and Principe,food.group,pork_poultry,Africa,Middle Africa,Environmental Impacts,,0.002926334,,0.0578722,0.16849209,11.52742,3.591822,7.90958,10.82411,8.72284
STP,STP,Sao Tome and Principe,food.group,roots,Africa,Middle Africa,Environmental Impacts,,0.000409008,,0.0103849,0.00161808,2.72134,2.47303,0.760799,3.06315,3.11505
STP,STP,Sao Tome and Principe,food.group,sugar,Africa,Middle Africa,Environmental Impacts,,0.00311685,,0.102841,0.0179909,5.30683,27.1818,1.26217,14.008,10.8854
SUR,SUR,Suriname,food.group,beef_lamb,Latin America and the Caribbean,South America,Environmental Impacts,1.01635,0.003196435,0.116199,0.0865626,0.015246438,1.935407,0.6544496,61.3892,1.742064,1.574467
SUR,SUR,Suriname,food.group,eggs,Latin America and the Caribbean,South America,Environmental Impacts,0.0258552,0.00299688,0.0125102,0.0994215,0.0172521,4.36901,1.7186,1.72342,4.02818,3.11667
SUR,SUR,Suriname,food.group,fish,Latin America and the Caribbean,South America,Environmental Impacts,0.00261188,4.82E-05,0.0445613,0.00457593,0.00112952,0.578661,0.299199,0.0873633,0.728596,0.801606
SUR,SUR,Suriname,food.group,fruit_veg,Latin America and the Caribbean,South America,Environmental Impacts,0.0775554,0.0512844,0.0766428,0.526038,0.0895978,12.7293,24.1298,3.25157,24.0646,18.4836
SUR,SUR,Suriname,food.group,grains,Latin America and the Caribbean,South America,Environmental Impacts,0.155984,0.00413744,0.0638994,0.886573,0.138333,19.542,20.4988,2.84048,33.193,25.0345
SUR,SUR,Suriname,food.group,legumes,Latin America and the Caribbean,South America,Environmental Impacts,0.0099154,0.000317164,0.00155333,0.000172242,0.000522514,2.02936,1.22801,0.158773,0.0155539,0.0749298
SUR,SUR,Suriname,food.group,milk,Latin America and the Caribbean,South America,Environmental Impacts,0.295698,0.0028654,0.0216484,0.0592558,0.0124986,1.82164,0.565715,4.19384,1.33831,1.4652
SUR,SUR,Suriname,food.group,nuts_seeds,Latin America and the Caribbean,South America,Environmental Impacts,0.0100921,0.000168354,0.00382708,0.0233064,0.00331241,4.77681,2.5528,0.880889,2.23989,1.81678
SUR,SUR,Suriname,food.group,oils,Latin America and the Caribbean,South America,Environmental Impacts,0.113011,0.00134714,0.0571439,0.375245,0.128092,17.5276,5.26875,2.66033,10.1434,14.0614
SUR,SUR,Suriname,food.group,pork_poultry,Latin America and the Caribbean,South America,Environmental Impacts,0.5357877,0.2311272,0.1991722,0.155064,0.6569099,32.24744,10.972149,17.85283,30.86266,25.02631
SUR,SUR,Suriname,food.group,roots,Latin America and the Caribbean,South America,Environmental Impacts,0.0185418,0.000454421,0.0126148,0.020498,0.00354652,1.67786,1.52476,0.469076,1.88861,1.9206
SUR,SUR,Suriname,food.group,sugar,Latin America and the Caribbean,South America,Environmental Impacts,0.0428536,0.0703679,0.107685,0.448323,0.0902939,8.47832,43.4263,2.01648,22.3795,17.3908
SVK,SVK,Slovakia,food.group,beef_lamb,Europe,Eastern Europe,Environmental Impacts,2.57107,0.002165895,1.112273,2.368315,0.2819813,3.217342,1.147493,89.7814,2.855305,2.546478
SVK,SVK,Slovakia,food.group,eggs,Europe,Eastern Europe,Environmental Impacts,0.441125,0.00266401,0.327238,5.31577,0.550419,10.6453,4.18742,4.19918,9.81482,7.59388
SVK,SVK,Slovakia,food.group,fish,Europe,Eastern Europe,Environmental Impacts,0.0544282,0.000463896,0.140169,0.13679,0.0233189,0.414227,0.190043,0.0609917,0.563578,0.590479
SVK,SVK,Slovakia,food.group,fruit_veg,Europe,Eastern Europe,Environmental Impacts,0.423859,0.0518881,0.491119,3.66064,0.641783,10.1444,16.4207,2.24938,18.0385,14.0713
SVK,SVK,Slovakia,food.group,grains,Europe,Eastern Europe,Environmental Impacts,2.24947,0.00117956,1.23206,12.7134,1.03326,32.5436,32.6999,4.58357,52.6209,39.7973
SVK,SVK,Slovakia,food.group,legumes,Europe,Eastern Europe,Environmental Impacts,0.075457,0.0015994,0.0115113,0.00061395,0.0020359,1.1736,0.712608,0.0919318,0.00717872,0.034583
SVK,SVK,Slovakia,food.group,milk,Europe,Eastern Europe,Environmental Impacts,3.60738,0.0165998,2.60038,5.25298,1.23815,28.8065,8.9459,66.319,21.1633,23.1699
SVK,SVK,Slovakia,food.group,nuts_seeds,Europe,Eastern Europe,Environmental Impacts,0.160674,0.0105932,0.0476094,0.912001,0.0942523,2.61398,1.39695,0.482042,1.22572,0.994185
SVK,SVK,Slovakia,food.group,oils,Europe,Eastern Europe,Environmental Impacts,0.763674,0.00537183,0.304337,3.97153,0.550746,14.9626,4.49771,2.27101,8.65903,12.0036
SVK,SVK,Slovakia,food.group,pork_poultry,Europe,Eastern Europe,Environmental Impacts,9.31421,0.136828,2.063522,11.5911,1.857052,41.5684,9.98238,42.25681,37.1596,29.448
SVK,SVK,Slovakia,food.group,roots,Europe,Eastern Europe,Environmental Impacts,0.229152,0.00381556,0.113424,0.79414,0.160929,2.92647,2.65944,0.818145,3.29404,3.34984
SVK,SVK,Slovakia,food.group,sugar,Europe,Eastern Europe,Environmental Impacts,0.387256,0.0102023,0.498498,3.47261,0.646253,14.0431,71.9294,3.34001,37.0685,28.8053
SVN,SVN,Slovenia,food.group,beef_lamb,Europe,Southern Europe,Environmental Impacts,4.237414,0.004240558,1.2481059,1.83525,0.2573552,6.521373,2.217071,204.3994,5.861767,5.291021
SVN,SVN,Slovenia,food.group,eggs,Europe,Southern Europe,Environmental Impacts,0.14226,0.00271055,0.105539,1.2539,0.172532,8.07426,3.1761,3.18501,7.44439,5.75984
SVN,SVN,Slovenia,food.group,fish,Europe,Southern Europe,Environmental Impacts,0.038914,0.000450461,0.13318,0.105789,0.0223029,0.549334,0.277632,0.0824795,0.70291,0.765459
SVN,SVN,Slovenia,food.group,fruit_veg,Europe,Southern Europe,Environmental Impacts,0.387021,0.0349455,0.375791,3.0566,0.552135,21.9281,34.7469,3.97958,35.736,27.228
SVN,SVN,Slovenia,food.group,grains,Europe,Southern Europe,Environmental Impacts,1.35158,0.022753,0.667436,9.78382,1.24368,45.5042,41.1116,6.1975,73.2266,55.1775
SVN,SVN,Slovenia,food.group,legumes,Europe,Southern Europe,Environmental Impacts,0.0399173,0.00234116,0.00665789,0.00120596,0.00426553,2.09007,1.22202,0.161565,0.0478582,0.230553
SVN,SVN,Slovenia,food.group,milk,Europe,Southern Europe,Environmental Impacts,0.474561,0.00555379,0.914369,1.13743,0.321255,23.9056,7.42394,55.0361,17.5628,19.228
SVN,SVN,Slovenia,food.group,nuts_seeds,Europe,Southern Europe,Environmental Impacts,0.0509071,0.00312979,0.00745018,0.144739,0.0160471,2.72676,1.45722,0.502841,1.2786,1.03708
SVN,SVN,Slovenia,food.group,oils,Europe,Southern Europe,Environmental Impacts,0.272144,0.00225294,0.110651,0.738097,0.201271,9.63615,2.89659,1.46257,5.57655,7.73053
SVN,SVN,Slovenia,food.group,pork_poultry,Europe,Southern Europe,Environmental Impacts,5.311895,0.06463862,0.924111,3.25119,2.157779,45.224,12.10447,40.21887,41.212,32.8784
SVN,SVN,Slovenia,food.group,roots,Europe,Southern Europe,Environmental Impacts,0.0933678,0.000223252,0.044382,0.283772,0.0574915,2.42691,2.20546,0.678485,2.73174,2.77802
SVN,SVN,Slovenia,food.group,sugar,Europe,Southern Europe,Environmental Impacts,0.00697343,0.121211,0.00899125,0.434212,0.0808069,7.58864,38.8693,1.80488,20.0311,15.5659
SWE,SWE,Sweden,food.group,beef_lamb,Europe,Northern Europe,Environmental Impacts,32.5161,0.02238237,9.504852,10.22067,1.408735,10.0398,3.450791,306.9398,8.99869,8.10096
SWE,SWE,Sweden,food.group,eggs,Europe,Northern Europe,Environmental Impacts,0.977812,0.0124668,0.725608,12.1704,1.259,10.4436,4.1081,4.11963,9.6289,7.45004
SWE,SWE,Sweden,food.group,fish,Europe,Northern Europe,Environmental Impacts,0.061339,0.0105769,1.21811,1.78993,0.373239,1.81433,0.898537,0.270444,2.35516,2.54186
SWE,SWE,Sweden,food.group,fruit_veg,Europe,Northern Europe,Environmental Impacts,1.16687,0.242692,1.41521,11.7605,1.96281,12.2315,19.3949,2.72977,21.8285,17.114
SWE,SWE,Sweden,food.group,grains,Europe,Northern Europe,Environmental Impacts,5.01271,0.0318621,2.68506,29.9663,2.46025,35.1975,33.011,4.75933,53.8965,40.8575
SWE,SWE,Sweden,food.group,legumes,Europe,Northern Europe,Environmental Impacts,0.193735,0.0159662,0.0347913,0.00555642,0.0184255,1.76133,1.0454,0.136867,0.0287149,0.138332
SWE,SWE,Sweden,food.group,milk,Europe,Northern Europe,Environmental Impacts,10.5836,0.0300397,4.85547,14.9264,2.41166,29.6345,9.20304,68.2253,21.7716,23.8359
SWE,SWE,Sweden,food.group,nuts_seeds,Europe,Northern Europe,Environmental Impacts,0.281975,0.0259972,0.0665436,0.0616587,0.0087849,2.25572,1.20549,0.415975,1.05772,0.857926
SWE,SWE,Sweden,food.group,oils,Europe,Northern Europe,Environmental Impacts,1.29245,0.0320803,0.495239,5.87017,0.950762,8.75803,2.63264,1.32929,5.06837,7.02607
SWE,SWE,Sweden,food.group,pork_poultry,Europe,Northern Europe,Environmental Impacts,14.42407,0.3603847,4.3595,21.8015,2.46339,39.2895,9.93849,37.61228,35.4399,28.1738
SWE,SWE,Sweden,food.group,roots,Europe,Northern Europe,Environmental Impacts,0.621919,0.00773597,0.299464,1.99148,0.402338,3.03249,2.75578,0.847784,3.41338,3.4712
SWE,SWE,Sweden,food.group,sugar,Europe,Northern Europe,Environmental Impacts,0.630263,0.010854,0.807097,4.42887,0.824214,8.25263,42.2703,1.9628,21.7838,16.9278
TCD,TCD,Chad,food.group,beef_lamb,Africa,Middle Africa,Environmental Impacts,957.347,0.00549226,25.44505,0.644601,0.1258734,5.55596,2.05217,140.502,4.88262,4.31348
TCD,TCD,Chad,food.group,eggs,Africa,Middle Africa,Environmental Impacts,0.0721416,0.00131664,0.0535462,0.247814,0.0368939,0.327676,0.128895,0.129256,0.302114,0.23375
TCD,TCD,Chad,food.group,fish,Africa,Middle Africa,Environmental Impacts,0.000497212,0.0168198,0.261474,1.98881,0.416874,0.943416,0.435487,0.134485,1.28784,1.34879
TCD,TCD,Chad,food.group,fruit_veg,Africa,Middle Africa,Environmental Impacts,0.188225,0.0540047,0.215591,2.12193,0.360039,1.37265,2.11834,0.257725,2.26652,1.74055
TCD,TCD,Chad,food.group,grains,Africa,Middle Africa,Environmental Impacts,21.0845,0.330266,17.1822,28.7407,4.4805,83.0012,29.116,7.02741,61.5883,48.9995
TCD,TCD,Chad,food.group,legumes,Africa,Middle Africa,Environmental Impacts,2.23755,0.0183265,0.283586,,,5.82923,3.58736,0.458816,,
TCD,TCD,Chad,food.group,milk,Africa,Middle Africa,Environmental Impacts,85.0321,0.00618175,2.34281,0.750365,0.139266,2.51856,0.782144,5.7983,1.85032,2.02575
TCD,TCD,Chad,food.group,nuts_seeds,Africa,Middle Africa,Environmental Impacts,3.98678,0.0477756,1.63037,0.00594892,0.00084758,13.4149,7.16912,2.47383,6.29035,5.10214
TCD,TCD,Chad,food.group,oils,Africa,Middle Africa,Environmental Impacts,4.18431,0.0978674,0.612069,1.89203,0.348436,5.10781,1.52819,0.805882,2.97668,4.10374
TCD,TCD,Chad,food.group,pork_poultry,Africa,Middle Africa,Environmental Impacts,0.25488243,0.05684763,0.1160295,0.1074837,0.6031002,0.4000428,0.14112682,0.1982879,0.3860244,0.3138497
TCD,TCD,Chad,food.group,roots,Africa,Middle Africa,Environmental Impacts,2.83667,0.0087471,2.10412,1.13727,0.162594,3.31309,3.01078,0.926232,3.72923,3.7924
TCD,TCD,Chad,food.group,sugar,Africa,Middle Africa,Environmental Impacts,0.672282,0.489933,0.893966,3.47105,0.620418,1.63468,8.37292,0.388792,4.31494,3.35308
TGO,TGO,Togo,food.group,beef_lamb,Africa,Western Africa,Environmental Impacts,13.28403,0.00338161,1.328032,0.638079,0.0896271,1.975852,0.771714,41.3347,1.70782,1.484148
TGO,TGO,Togo,food.group,eggs,Africa,Western Africa,Environmental Impacts,0.0772029,0.00114106,0.0574589,0.253993,0.0366167,0.756175,0.297449,0.298284,0.697185,0.539423
TGO,TGO,Togo,food.group,fish,Africa,Western Africa,Environmental Impacts,0.0206208,0.00202492,0.269888,0.228964,0.0510557,0.914107,0.423933,0.131538,1.24225,1.30413
TGO,TGO,Togo,food.group,fruit_veg,Africa,Western Africa,Environmental Impacts,0.220686,0.00538812,0.333833,1.96599,0.34836,2.43066,3.52857,0.618138,4.60446,3.707
TGO,TGO,Togo,food.group,grains,Africa,Western Africa,Environmental Impacts,6.89063,0.0960341,5.88978,17.7557,2.48698,43.013,24.3868,4.86211,57.6457,43.5019
TGO,TGO,Togo,food.group,legumes,Africa,Western Africa,Environmental Impacts,1.85526,0.00726983,0.237449,,,13.0512,8.03182,1.02725,,
TGO,TGO,Togo,food.group,milk,Africa,Western Africa,Environmental Impacts,2.55137,0.00256768,0.144236,0.470272,0.0815649,0.752118,0.233572,1.73155,0.55256,0.60495
TGO,TGO,Togo,food.group,nuts_seeds,Africa,Western Africa,Environmental Impacts,0.494158,0.0398505,0.183155,0.023335,0.00332469,4.18634,2.23725,0.772001,1.96301,1.59221
TGO,TGO,Togo,food.group,oils,Africa,Western Africa,Environmental Impacts,0.620621,0.00212304,0.672808,0.667756,0.127385,3.39151,0.379463,3.23689,3.80569,3.25755
TGO,TGO,Togo,food.group,pork_poultry,Africa,Western Africa,Environmental Impacts,1.881088,0.22549479,0.748265,0.51375,7.9194958,7.07867,2.394891,3.98188,6.76611,5.484348
TGO,TGO,Togo,food.group,roots,Africa,Western Africa,Environmental Impacts,4.04915,0.00676509,3.10515,1.6508,0.228829,10.8577,9.86698,3.03546,12.2215,12.4285
TGO,TGO,Togo,food.group,sugar,Africa,Western Africa,Environmental Impacts,0.461555,0.103468,0.613493,2.59716,0.432727,2.83458,14.5188,0.674174,7.4822,5.8143
THA,THA,Thailand,food.group,beef_lamb,Asia,South-eastern Asia,Environmental Impacts,7.440753,0.29447591,9.573776,3.0557225,0.7589223,0.7099078,0.2366668,23.21493,0.6412965,0.5815421
THA,THA,Thailand,food.group,eggs,Asia,South-eastern Asia,Environmental Impacts,6.70795,0.202986,4.52503,16.1797,4.85654,10.1327,3.98582,3.99701,9.34228,7.22827
THA,THA,Thailand,food.group,fish,Asia,South-eastern Asia,Environmental Impacts,0.854211,0.0346377,8.57272,6.00318,1.52812,1.67732,0.83213,0.246639,2.18151,2.35328
THA,THA,Thailand,food.group,fruit_veg,Asia,South-eastern Asia,Environmental Impacts,6.58559,1.79359,6.14818,179.713,19.3232,13.2794,22.435,2.36549,21.5461,16.2498
THA,THA,Thailand,food.group,grains,Asia,South-eastern Asia,Environmental Impacts,6.15735,0.203996,2.80294,51.2497,6.77123,9.11623,8.37563,1.27404,15.5018,11.6316
THA,THA,Thailand,food.group,legumes,Asia,South-eastern Asia,Environmental Impacts,2.76628,0.0808863,0.759777,0.554453,1.83861,3.5357,1.84191,0.262987,0.248862,1.19888
THA,THA,Thailand,food.group,milk,Asia,South-eastern Asia,Environmental Impacts,12.9981,0.127349,3.21781,10.9226,3.32873,2.67726,0.831429,6.16367,1.96691,2.1534
THA,THA,Thailand,food.group,nuts_seeds,Asia,South-eastern Asia,Environmental Impacts,0.731701,0.133117,0.167695,5.73702,0.817389,6.6809,3.57038,1.23202,3.13273,2.54098
THA,THA,Thailand,food.group,oils,Asia,South-eastern Asia,Environmental Impacts,7.79172,0.166382,5.0124,16.4756,5.49928,6.96762,1.81684,2.23826,4.83163,5.82253
THA,THA,Thailand,food.group,pork_poultry,Asia,South-eastern Asia,Environmental Impacts,28.9497,1.519567,18.25401,19.514,6.048891,23.7118,6.4392,20.65944,21.6667,17.30141
THA,THA,Thailand,food.group,roots,Asia,South-eastern Asia,Environmental Impacts,2.33985,0.0234959,2.39547,9.98993,1.35833,0.574461,0.522043,0.160601,0.646615,0.657569
THA,THA,Thailand,food.group,sugar,Asia,South-eastern Asia,Environmental Impacts,7.38032,6.19085,6.61094,68.7189,12.6463,8.205,42.0264,1.95147,21.6581,16.8302
TJK,TJK,Tajikistan,food.group,beef_lamb,Asia,Central Asia,Environmental Impacts,13.06901,0.091402,2.113973,1.487862,0.227793,5.99064,2.33592,126.1181,5.18059,4.50441
TJK,TJK,Tajikistan,food.group,eggs,Asia,Central Asia,Environmental Impacts,0.119038,0.0154945,0.080783,0.724282,0.112238,1.70559,0.670913,0.672796,1.57254,1.2167
TJK,TJK,Tajikistan,food.group,fish,Asia,Central Asia,Environmental Impacts,0.00415107,0.000246503,0.0112055,0.00992522,0.00186643,0.0270017,0.0123275,0.00393317,0.0369178,0.0385815
TJK,TJK,Tajikistan,food.group,fruit_veg,Asia,Central Asia,Environmental Impacts,1.03523,0.973208,1.49116,14.1275,2.53022,19.5845,24.914,5.12396,37.4617,30.6011
TJK,TJK,Tajikistan,food.group,grains,Asia,Central Asia,Environmental Impacts,3.01176,0.742743,1.6394,19.4039,2.78594,41.6865,40.8874,5.83664,67.6807,51.1181
TJK,TJK,Tajikistan,food.group,legumes,Asia,Central Asia,Environmental Impacts,0.217117,0.0511022,0.0275414,,,2.72092,1.67448,0.214162,,
TJK,TJK,Tajikistan,food.group,milk,Asia,Central Asia,Environmental Impacts,21.2806,0.276892,1.24269,4.14047,0.659694,10.1933,3.16554,23.4672,7.48871,8.19874
TJK,TJK,Tajikistan,food.group,nuts_seeds,Asia,Central Asia,Environmental Impacts,0.080278,0.00853403,0.0222811,0.0498333,0.00707176,1.24064,0.66302,0.228786,0.581748,0.471859
TJK,TJK,Tajikistan,food.group,oils,Asia,Central Asia,Environmental Impacts,1.10174,0.0303493,0.316741,2.95781,0.601059,9.65302,2.88967,1.51617,5.62087,7.75413
TJK,TJK,Tajikistan,food.group,pork_poultry,Asia,Central Asia,Environmental Impacts,1.0203174,0.02940311,0.20360401,0.0734217,0.2571437,2.826307,1.0072215,1.353933,2.73367,2.224216
TJK,TJK,Tajikistan,food.group,roots,Asia,Central Asia,Environmental Impacts,0.210109,0.0970328,0.119797,0.219554,0.0306972,1.97345,1.79338,0.551712,2.22132,2.25895
TJK,TJK,Tajikistan,food.group,sugar,Asia,Central Asia,Environmental Impacts,0.328159,0.0946832,0.286739,2.37665,0.395987,3.33678,17.0911,0.793617,8.80782,6.84442
TKM,TKM,Turkmenistan,food.group,beef_lamb,Asia,Central Asia,Environmental Impacts,267.0206,3.60052,15.31853,17.22896,2.423876,23.24818,8.88781,525.961,20.22554,17.69146
TKM,TKM,Turkmenistan,food.group,eggs,Asia,Central Asia,Environmental Impacts,0.313604,0.823006,0.218931,3.8158,0.518965,5.2008,2.04579,2.05153,4.79509,3.71003
TKM,TKM,Turkmenistan,food.group,fish,Asia,Central Asia,Environmental Impacts,0.000823779,0.000113817,0.0300194,0.000590176,0.000117144,0.351149,0.162096,0.0500631,0.479328,0.502023
TKM,TKM,Turkmenistan,food.group,fruit_veg,Asia,Central Asia,Environmental Impacts,0.882366,0.349288,1.25392,8.52454,1.47588,16.3061,22.2644,3.70247,29.1676,23.2608
TKM,TKM,Turkmenistan,food.group,grains,Asia,Central Asia,Environmental Impacts,2.72367,3.52604,1.88306,16.454,2.21752,58.4813,63.218,8.63038,100.865,76.0614
TKM,TKM,Turkmenistan,food.group,milk,Asia,Central Asia,Environmental Impacts,28.7937,0.780013,3.23528,4.14908,0.667884,21.5182,6.68251,49.5397,15.8088,17.3077
TKM,TKM,Turkmenistan,food.group,nuts_seeds,Asia,Central Asia,Environmental Impacts,0.0274031,0.00150133,0.00576656,0.0619568,0.0118536,0.457777,0.244644,0.0844185,0.214656,0.174109
TKM,TKM,Turkmenistan,food.group,oils,Asia,Central Asia,Environmental Impacts,1.0964,0.0273404,0.265208,2.48119,0.472359,9.47706,2.84797,1.44182,5.48678,7.60357
